Organisation Name,Effective Date,Property ID,Property Type,Property Name,Property Name/Address (Where no UPRN),Street Number,Street,Town / Post Town,Postcode,Ward,Geo X (Easting),Geo Y (Northing),Tenure Type,Vacant,Holding Type,Building Size - GIA (M2),Site Area (Hectares),Occupied by Council / Direct Service Property,Purpose / Asset Category,EPC Rating,Council Tax,Key Features,Property Rent/Sale History,Base Price,New Price,Effective Year,Price Per Sq Meter,Property History Count,EPC Category
"Bristol, City of",7/1/2022,126075,Land-Farm/Agriculture,St Werburghs City Farm,St Werburghs City Farm Watercress Road St Werburghs Bristol BS2 9YJ,,Watercress Road,Bristol,BS2 9YJ,Ashley,359915,175168,Freehold,,Land Only,222,0.856191,,Indirect Service / Non-Investment Letting(s),,,,"2010, 2012, 2013, 2015, 2016, 2021",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,126077,Land-Farm/Agriculture,Land To Rear Of 58-78 Stottbury Road,Land To Rear Of 58-78 Stottbury Road Boiling Wells Lane St Werburghs City Farm Bristol BS2 9YJ,,Boiling Wells Lane,Bristol,BS2 9YJ,Lockleaze,360183,175272,Freehold,,Land Only,222,0.554036,,Indirect Service / Non-Investment Letting(s),,,,"2010, 2016, 2021, 2022, 2025",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,120097,Land-Car/Lorry Park,Hotel Du Vin - Land For Car Parking,Hotel Du Vin - Land For Car Parking The Sugar House Lewins Mead Bristol BS1 2NU,,Narrow Lewins Mead,Bristol,BS1 2NU,Central,358644,173256,Freehold,,Land Only,222,0.008644,,Indirect Service / Non-Investment Letting(s),,,,"2013, 2014, 2015, 2016, 2021, 2024",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,4250,Offices,58 Queen Square,58 Queen Square City Centre Bristol BS1 4LF,58,Queen Square,Bristol,BS1 4LF,Central,358685,172602,Freehold,,Land And Building(S),180,0.0133,,Investment Properties,B,1200,"Modern Kitchen, Private Parking","2010, 2012, 2014, 2016, 2018, 2021, 2024",291200,,2022,1617.777778,7,High
"Bristol, City of",7/1/2022,8247,Offices,Brunswick Square Kiosk,Brunswick Square Kiosk Brunswick Square St Pauls Bristol,,Brunswick Square,Bristol,BS2 ,Ashley,359258,173614,Freehold,Vacant,Land And Building(S),11.33,0,,Indirect Service / Non-Investment Letting(s),A,1000,"Meeting Rooms, Private Parking","2010, 2016, 2019, 2020, 2021, 2024",291200,,2022,25701.67696,6,High
"Bristol, City of",7/1/2022,88091,Day Nursery,Bishopsworth Childrens Centre,Bishopsworth Childrens Centre 2 Lakemead Grove Bishopsworth Bristol BS13 8EA,2,Lakemead Grove,Bristol,BS13 8EA,Bishopsworth,356648,168680,Freehold,,Land And Building(S),172.5,0.034115,,Indirect Service / Non-Investment Letting(s),E,1800,,"2016, 2017, 2020, 2021, 2023",291200,,2022,1688.115942,5,Low
"Bristol, City of",7/1/2022,127553,Community Centre/Facilities,Walwyn Gardens - Community Room,Walwyn Gardens - Community Room 1-28 Walwyn Gardens Hartcliffe Bristol BS13 0EF,1,Walwyn Gardens,Bristol,BS13 0EF,Hartcliffe & Withywood,358471,167379,Freehold,,Land And Building(S),222,0.010671,Yes,Direct Service,,,,"2011, 2012, 2015, 2016, 2021, 2024",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,79632,Childrens Centre,Four Acres Childrens Centre,Four Acres Childrens Centre Four Acres Withywood Bristol BS13 8RB,,Four Acres,Bristol,BS13 8RB,Hartcliffe & Withywood,356434,167824,Leasehold,,Land And Building(S),552.5,0.121267,Yes,Direct Service,G,2200,,"2010, 2016, 2021, 2023, 2024",291200,,2022,527.0588235,5,Low
"Bristol, City of",7/1/2022,120950,Childrens Centre,Oldbury Court Childrens Centre,Oldbury Court Childrens Centre Frenchay Road Oldbury Court Bristol BS16 2QS,,Frenchay Road,Bristol,BS16 2QS,Frome Vale,364251,177051,User Rights,,Building(S) Only,445.8,0.083771,Yes,Direct Service,F,2000,,"2012, 2015, 2016, 2019, 2021, 2025",291200,,2022,653.2077165,6,Low
"Bristol, City of",7/1/2022,121264,Cafe/Restaurant,Ashton Court - Visitor Centre,Ashton Court - Visitor Centre Kennel Lodge Road Bristol BS3 2JT,,Kennel Lodge Road,Bristol,BS3 2JT,Outside Bristol,355741,171824,Freehold,,Land And Building(S),354,0.022483,Yes,Direct Service,E,1800,,"2012, 2016, 2021, 2022, 2024",291200,,2022,822.5988701,5,Low
"Bristol, City of",7/1/2022,139240,Land-Residential,Dursley Road - Land Adjoining 3 Winchcombe Grove,Dursley Road - Land Adjoining 3 Winchcombe Grove Dursley Road Shirehampton Bristol BS11 9RZ,,,,BS11 9RZ,Avonmouth & Lawrence Weston,353573,176454,Freehold,,Land Only,222,0.011736,Yes,Direct Service,,,,"2012, 2014, 2016, 2018, 2019, 2021, 2022, 2024",,,2022,0,8,Unknown
"Bristol, City of",7/1/2022,139118,Garage/Garages/Car Parking - Domestic,Robin Close Car Park,Robin Close Car Park Dutton Road  Stockwood Bristol BS14 8BL,,,,BS14 8BL,Stockwood,361627,168567,Freehold,,Land Only,222,0.178877,Yes,Direct Service,,,,"2011, 2016, 2020, 2021, 2022",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,138287,Land-Unused Land,Land At Rear Of 2 Rosemary Lane,Land At Rear Of 2 Rosemary Lane Rosemary Lane Eastville Bristol BS5 6YF,,,,BS5 ,Eastville,361226,174775,Freehold,Vacant,Land Only,222,0.001139,,Surplus / Non-operational / Under Review,,,,"2011, 2015, 2016, 2021, 2022",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,139407,Store/Depot/Warehouse,Castle Park - Parks Depot,Castle Park - Parks Depot Castle Park Newgate Bristol BS1 3XB,,Newgate,Bristol,BS1 3XB,Central,359198,173166,Freehold,,Land And Building(S),74.6,0.013439,Yes,Direct Service,F,2000,,"2010, 2016, 2017, 2021",291200,,2022,3903.485255,4,Low
"Bristol, City of",7/1/2022,139541,Land-Amenity,Lampton Avenue - Land Adjoining 16,Lampton Avenue - Land Adjoining 16 Lampton Avenue Hartcliffe Bristol BS13 0PT,,,,BS13 0PT,Hengrove & Whitchurch Park,359005,167425,Freehold,,Land Only,222,0.012552,Yes,Direct Service,,,,"2011, 2012, 2013, 2016, 2017, 2020, 2021",,,2022,0,7,Unknown
"Bristol, City of",7/1/2022,135053,Offices,Brunel Building - 2 Rooms,Brunel Building - 2 Rooms Southmead Hospital Southmead Road Bristol BS10 5NB,,,,BS10 5NB,Horfield,359027,177581,Leasehold,,Building(S) Only,222,0.003911,Yes,Direct Service,,,"Private Parking, Modern Kitchen","2011, 2016, 2020, 2021, 2025",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,185,Offices,Bristol Education Centre,Bristol Education Centre Sheridan Road Horfield Bristol BS7 0PU,,Sheridan Road,Bristol,BS7 0PU,Horfield,360009,177967,Freehold,,Land And Building(S),1806.3,0.682713,Yes,Direct Service,B,1200,"Modern Kitchen, Private Parking","2010, 2015, 2016, 2019, 2021",406905.51,,2022,225.2701711,5,High
"Bristol, City of",7/1/2022,138439,Offices,Queen Anne House,Queen Anne House 66-73 Queen Square And 22-26 King Street And Land On The West Side Of King William Avenue City Centre Bristol BS1 4JP,69,Queen Square,Bristol,BS1 4JP,Central,358731,172664,Freehold,,Land And Building(S),222,0.184853,,Investment Properties,,,"Meeting Rooms, Modern Kitchen","2011, 2016, 2021, 2025",,,2022,0,4,Unknown
"Bristol, City of",7/1/2022,139256,House/Houses,Cherry Blossom House,Cherry Blossom House 8 Bracton Drive Hengrove Bristol BS14 9QW,8,Bracton Drive,Bristol,BS14 9QW,Hengrove & Whitchurch Park,360356,168039,Freehold,,Land And Building(S),179,0.035958,Yes,Direct Service,G,2200,,"2010, 2012, 2016, 2021, 2024",291200,,2022,1626.815642,5,Low
"Bristol, City of",7/1/2022,139520,Land-Amenity,Bangrove Walk - Amenity Area,Bangrove Walk - Amenity Area Long Cross Lawrence Weston Bristol BS11 0EZ,,,,BS11 0EZ,Avonmouth & Lawrence Weston,353484,177655,Freehold,,Land Only,222,0.179654,Yes,Direct Service,,,,"2016, 2017, 2018, 2021, 2024, 2025",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,139210,Land-Garden,Sheridan Road - Land Adjoining 39,Sheridan Road - Land Adjoining 39 Sheridan Road  Horfield Bristol  BS7 0PU,,,,BS7 0PU,Horfield,360112,177905,Freehold,,Land Only,222,0.003131,Yes,Direct Service,,,,"2010, 2011, 2015, 2016, 2017, 2021",,,2022,0,6,Unknown
"Bristol, City of",,953,E P Home/Dwellings,Maesknoll EPH,,,,,BS14 ,Hengrove,,,Freehold,Vacant,Building,1532,0.755037,,Surplus,F,2000,,"2011, 2016, 2017, 2019, 2020, 2021",521159.93,,,340.1827219,6,Low
"Bristol, City of",,1064,Offices,York Court - Unit 6,,,,,BS2 ,Ashley,,,Leasehold,Vacant,Building,392,0,,Surplus,B,1200,"Meeting Rooms, Modern Kitchen","2012, 2013, 2015, 2016, 2018, 2021",291200,,,742.8571429,6,High
"Bristol, City of",,979,House/Houses,Gay Elms Primary School House,,,,,BS13 ,Hartcliffe,,,Freehold,Vacant,Building,80.1,0.041073,Yes,Land and Buildings,F,2000,,"2015, 2016, 2019, 2021",291200,,,3635.45568,4,Low
"Bristol, City of",,1129,Industrial/Workshop,Bridge View House,Bridge View House Albert Road St Philips Marsh Bristol BS2 0XS,,Albert Road,Bristol,BS2 0XS,Lawrence Hill,360375,171829,Freehold,,Building,222,0.005178,,Land and Buildings,,,"Storage Space, Security System","2010, 2012, 2014, 2016, 2021",,,,0,5,Unknown
"Bristol, City of",,1016,House Service Occupancy,Lansdown Park School Caretakers Bungalow,,,,,BS14 ,Stockwood,,,Freehold,Vacant,Building,84,0.047192,Yes,Land and Buildings,E,1800,,"2012, 2014, 2016, 2020, 2021, 2022, 2025",291200,,,3466.666667,7,Low
"Bristol, City of",,132560,Primary School,Compass Point - South Street Primary School And Childrens Centre,Compass Point - South Street Primary School And Childrens Centre South Street Bedminster Bristol BS3 3AU,,South Street,Bristol,BS3 3AU,Bedminster,358017,171210,Management Agreement,,Building,2831,1.372663,Yes,Land and Buildings,E,1800,,"2014, 2016, 2017, 2018, 2021",614354.45,,,217.0096962,5,Low
"Bristol, City of",,761,Childrens Homes,63a Silbury Road,63a Silbury Road Ashton Vale Bristol BS3 2QE,63,Silbury Road,Bristol,BS3 2QE,Bedminster,356558,170844,Freehold,,Building,189,0.123581,Yes,Land and Buildings,G,2200,,"2015, 2016, 2019, 2021, 2024",291200,,,1540.740741,5,Low
"Bristol, City of",,132561,Primary School,Ashton Vale Primary School,Ashton Vale Primary School Avebury Road Ashton Vale Bristol BS3 2QG,,Avebury Road,Bristol,BS3 2QG,Bedminster,356549,170734,Management Agreement,,Building,1521.7,0.913558,Yes,Land and Buildings,G,2200,,"2014, 2015, 2016, 2019, 2021, 2024",757917.16,,,498.0726556,6,Low
"Bristol, City of",,674,House Service Occupancy,The Kingfisher School House,The Kingfisher School House Lichfield Road St Annes Park Bristol BS4 4BJ,,Lichfield Road,Bristol,BS4 4BJ,Brislington East,362329,172510,Freehold,,Building,81.3,0.065707,,Land and Buildings,E,1800,,"2012, 2015, 2016, 2017, 2019, 2021",291200,,,3581.795818,6,Low
"Bristol, City of",,132559,Secondary School,Ashton Park Secondary School,Ashton Park Secondary School Blackmoors Lane Ashton Bristol BS3 2JL,,Blackmoors Lane,Bristol,BS3 2JL,Southville,356124,171480,Management Agreement,,Building,13730.27,10.766959,Yes,Land and Buildings,E,1800,,"2012, 2014, 2016, 2017, 2019, 2021, 2023",6691584.34,,,487.3599966,7,Low
"Bristol, City of",,684,House/Houses,Ashton Park School House,Ashton Park School House Blackmoors Lane Bristol BS3 2JL,,Blackmoors Lane,Bristol,BS3 2JJ,Southville,356347,171465,Freehold,,Building,116.7,0.035447,,Land and Buildings,G,2200,,"2016, 2018, 2021, 2022, 2024",291200,,,2495.287061,5,Low
"Bristol, City of",,690,Primary School,Princess Elizabeth Club - Former,Princess Elizabeth Club - Former 31-33 Myrtle Street Bedminster Bristol BS3 1JG,,Myrtle Street,Bristol,BS3 1JG,Southville,357787,171469,Freehold,,Building,239,0.109675,,Assets Under Construction,G,2200,,"2010, 2013, 2016, 2020, 2021",291200,,,1218.410042,5,Low
"Bristol, City of",,132564,Primary School,Luckwell Primary School,Luckwell Primary School Luckwell Road Bedminster Bristol BS3 3ET,,Luckwell Road,Bristol,BS3 3ET,Bedminster,357503,171111,Management Agreement,,Building,1502.4,0.781972,Yes,Land and Buildings,G,2200,,"2012, 2015, 2016, 2019, 2021, 2022",718540.44,,,478.2617412,6,Low
"Bristol, City of",,968,E P Home/Dwellings,Bowmead EPH,,,,,BS14 ,Stockwood,,,Freehold,Vacant,Building,1756,0.387334,Yes,Land and Buildings,E,1800,,"2016, 2018, 2019, 2021",344947.52,,,196.4393622,4,Low
"Bristol, City of",,969,Offices,Bowmead Bungalow,,,,,BS14 ,Stockwood,,,Freehold,Vacant,Building,94.5,0.074379,Yes,Land and Buildings,D,1600,"Modern Kitchen, Meeting Rooms","2010, 2016, 2017, 2021, 2022, 2025",291200,,,3081.481481,6,Medium
"Bristol, City of",,585,Offices,Beam Street Former Adult Community Care Office,Beam Street Former Adult Community Care Office Beam Street Barton Hill Bristol BS5 9QY,,Beam Street,Bristol,BS5 9QY,Easton,361115,173056,Freehold,,Building,1568.6,0.248525,Yes,Land and Buildings,C,1400,"Meeting Rooms, Private Parking","2010, 2011, 2016, 2021, 2023",342233.02,,,218.1773684,5,Medium
"Bristol, City of",,775,House/Houses,1 Knowle West Health Park,1 Knowle West Health Park Downton Road Knowle West Bristol BS4 1WH,,Downton Road,Bristol,BS4 1WH,Filwood,358712,170041,Freehold,,Building,222,0,,Land and Buildings,,,,"2013, 2014, 2016, 2019, 2021",,,,0,5,Unknown
"Bristol, City of",,779,Training/Community/Further Education,The Park,The Park Daventry Road Knowle Bristol BS4 1DQ,,Daventry Road,Bristol,BS4 1DQ,Filwood,359700,170239,Freehold,,Building,5827.9,5.197463,,Land and Buildings,E,1800,,"2011, 2015, 2016, 2021",1988841.76,,,341.262163,4,Low
"Bristol, City of",,872,Nursery School,Ilminster Avenue Specialist Nursery School And Childrens Centre,Ilminster Avenue Specialist Nursery School And Childrens Centre Ilminster Avenue Knowle Bristol BS4 1BX,,Ilminster Avenue,Bristol,BS4 1BX,Knowle,360068,169836,Freehold,,Building,2408.7,1.137951,Yes,Land and Buildings,G,2200,,"2012, 2013, 2015, 2016, 2021",915235.48,,,379.9707228,5,Low
"Bristol, City of",,883,Land-Unused Land,Site Of Bush Resource And Activity Centre And New Fosseway School - Development Site,Site Of Bush Resource And Activity Centre And New Fosseway School - Development Site New Fosseway Road Hengrove Bristol,12,New Fosseway Road,Bristol,BS14 9LN,Hengrove,361016,168996,Freehold,,Land,222,3.455336,,Surplus,,,,"2011, 2013, 2015, 2016, 2021",,,,0,5,Unknown
"Bristol, City of",,885,House/Houses,New Oak Primary School House,,,,,BS14 ,Hengrove,,,Freehold,Vacant,Building,90.5,0.039854,Yes,Land and Buildings,E,1800,,"2016, 2020, 2021, 2024",291200,,,3217.679558,4,Low
"Bristol, City of",,314,Youth Club/Centre,Ashley House,Ashley House Ashley Down Road Ashley Down Bristol BS7 9BG,,Ashley Down Road,Bristol,BS7 9BG,Ashley,359676,175237,Freehold,,Building,222,0.431665,Yes,Land and Buildings,,,,"2014, 2016, 2020, 2021, 2023",,,,0,5,Unknown
"Bristol, City of",,321,House/Houses,Glenfrome Primary School House,Glenfrome Primary School House 9 Cottisford Road Eastville Bristol BS5 6TY,9,Cottisford Road,Bristol,BS5 6TY,Lockleaze,360901,175613,Freehold,,Building,87.3,0.0291,Yes,Land and Buildings,F,2000,,"2011, 2014, 2015, 2016, 2021, 2022",291200,,,3335.624284,6,Low
"Bristol, City of",,312,Primary School,Sefton Park Junior School,Sefton Park Junior School Ashley Down Road Ashley Down Bristol BS7 9BJ,,Ashley Down Road,Bristol,BS7 9BJ,Ashley,359675,175275,Freehold,,Building,1439.7,0.448809,Yes,Land and Buildings,F,2000,,"2011, 2013, 2015, 2016, 2021",625956.59,,,434.7826561,5,Low
"Bristol, City of",,101,E P Home/Dwellings,Rockwell EPH (PwD),,,,,BS11 ,Kingsweston,,,Freehold,Vacant,Building,1470,0.585782,,Surplus,G,2200,,"2011, 2013, 2014, 2016, 2018, 2020, 2021",591163.85,,,402.1522789,7,Low
"Bristol, City of",,102,E P Home/Dwellings,The Willows (Rockwell Bungalow),,,,,BS11 ,Kingsweston,,,Freehold,Vacant,Building,164,0.01818,,Surplus,G,2200,,"2010, 2014, 2016, 2019, 2021",291200,,,1775.609756,5,Low
"Bristol, City of",,500,Nursery School,St James And St Agnes Nursery School - Former,St James And St Agnes Nursery School - Former Halston Drive St Pauls Bristol BS2 9JE,,Halston Drive,Bristol,BS2 9JE,Ashley,359726,173977,Freehold,,Building,222,0.025653,Yes,Land and Buildings,,,,"2013, 2015, 2016, 2018, 2021",,,,0,5,Unknown
"Bristol, City of",,354,Primary School,Chester Park Junior School,Chester Park Junior School Lodge Causeway Fishponds Bristol BS16 3QG,,Ridgeway Road,Bristol,BS16 3QG,Hillfields,363214,175182,Freehold,,Building,1062.9,0.279682,Yes,Land and Buildings,E,1800,,"2013, 2016, 2021, 2022",504192.12,,,474.3551792,4,Low
"Bristol, City of",,281,Community Centre/Facilities,Oldbury Court Community Centre,,,,,BS16 ,Frome Vale,,,Freehold,Vacant,Building,533.2,0.1627,,Surplus,F,2000,,"2013, 2016, 2019, 2021",291200,,,546.1365341,4,Low
"Bristol, City of",,123923,Offices,Parkview Office Campus - Ground Floor (Pt)/2nd Floor (Pt),Parkview Office Campus - Ground Floor (Pt)/2nd Floor (Pt) Whitchurch Lane Whitchurch Bristol BS14 0TJ,,Whitchurch Lane,Bristol,BS14 0TJ,Whitchurch Park,359123,168105,Leasehold,,Building,6018.3,0.709951,Yes,Land and Buildings,D,1600,"Private Parking, Meeting Rooms","2012, 2015, 2016, 2018, 2021, 2022",1777498.06,,,295.3488626,6,Medium
"Bristol, City of",,447,House Service Occupancy,Bristol Brunel Academy - School House,Bristol Brunel Academy - School House Duncombe Lane Speedwell Bristol BS15 1NR,,Duncombe Lane,Bristol,BS15 1NR,Hillfields,363546,174434,Freehold,,Building,222,0.04453,Yes,Land and Buildings,,,,"2010, 2012, 2016, 2019, 2021, 2024",,,,0,6,Unknown
"Bristol, City of",,375,Library,Cheltenham Road Library,Cheltenham Road Library Cheltenham Road Cotham Bristol BS6 5QX,,Cheltenham Road,Bristol,BS6 5QX,Cotham,358959,174485,Freehold,,Building,938.1,0.139023,Yes,Land and Buildings,F,2000,,"2016, 2018, 2019, 2021, 2025",355365.04,,,378.813602,5,Low
"Bristol, City of",,376,Library,The Bindery Service,The Bindery Service Cheltenham Road Library Cheltenham Road Bristol BS6 5QX,,Cheltenham Road,Bristol,BS6 5QX,Cotham,358958,174488,Freehold,,Building,222,0.000313,Yes,Land and Buildings,,,,"2012, 2016, 2017, 2020, 2021, 2025",,,,0,6,Unknown
"Bristol, City of",,262,House/Houses,Stoke Park Primary School House,Stoke Park Primary School House 177 Romney Avenue Lockleaze Bristol BS7 9SU,,Romney Avenue,Bristol,BS7 9SU,Lockleaze,360842,176562,Freehold,,Building,97,0.051892,Yes,Land and Buildings,G,2200,,"2011, 2016, 2021, 2022",291200,,,3002.061856,4,Low
"Bristol, City of",,265,Day Centre,Lockleaze Day Centre,,,,,BS7 ,Lockleaze,,,Freehold,Vacant,Building,1561.3,0.598609,,Surplus,E,1800,,"2014, 2015, 2016, 2017, 2021, 2023, 2024",716394.87,,,458.8451098,7,Low
"Bristol, City of",,181,E P Home/Dwellings,St Peters Elderly Persons Home,,,,,BS10 ,Horfield,,,Freehold,Vacant,Building,1207,0.3353,,Surplus,F,2000,,"2011, 2013, 2016, 2018, 2021, 2024",364072.52,,,301.6342336,6,Low
"Bristol, City of",,208,House/Houses,Frome Vale Academy School House,Frome Vale Academy School House Frenchay Road Downend Bristol BS16 2QS,,Frenchay Road,Bristol,BS16 2QS,Frome Vale,364246,176933,Freehold,,Building,91.6,0.039036,,Land and Buildings,F,2000,,"2015, 2016, 2019, 2021, 2022",291200,,,3179.039301,5,Low
"Bristol, City of",,121242,Offices,Greenway Centre - Units 11 And 12,Greenway Centre - Units 11 And 12 Doncaster Road Southmead Bristol BS10 5PY,,Doncaster Road,Bristol,BS10 5PY,Southmead,357764,177985,Leasehold,,Building,222,0.000313,Yes,Land and Buildings,,,"Private Parking, Meeting Rooms","2010, 2014, 2016, 2021",,,,0,4,Unknown
"Bristol, City of",,8303,Offices,Brunel House,Brunel House St Georges Road Bristol BS1 5UY,,St Georges Road,Bristol,BS1 5UY,Cabot,358206,172828,Leasehold,,Building,7393,0.475094,Yes,Land and Buildings,A,1000,"Meeting Rooms, Modern Kitchen","2016, 2018, 2020, 2021, 2025",3586314.33,,,485.0959462,5,High
"Bristol, City of",,79602,Training/Community/Further Education,The I City Learning Centre,The I City Learning Centre Filton Road Horfield Bristol BS7 0XY,,Filton Road,Bristol,BS7 0XY,Horfield,359856,177969,Freehold,,Building,222,0.051876,Yes,Land and Buildings,,,,"2010, 2011, 2014, 2016, 2021, 2024",,,,0,6,Unknown
"Bristol, City of",,79822,Sports Building/Hall/Facility,Henbury Sports And Social Club,,,,,BS10 ,Henbury,,,Freehold,Vacant,Building,72.97,0.236187,,Land and Buildings,E,1800,,"2010, 2012, 2016, 2017, 2018, 2021",291200,,,3990.681102,6,Low
"Bristol, City of",,128925,Community Centre/Facilities,The Gatehouse Centre - Room 2,The Gatehouse Centre - Room 2 Hareclive Road Bristol BS13 9JN,,Hareclive Road,Bristol,BS13 9JN,Hartcliffe,357593,168341,Leasehold,,Building,222,0.060687,,Land and Buildings,,,,"2016, 2020, 2021, 2024",,,,0,4,Unknown
"Bristol, City of",,82215,Offices,Custom House,Custom House Clayton Street Avonmouth Bristol BS11 9DX,,Clayton Street,Bristol,BS11 9DX,Avonmouth,351360,178183,Freehold Reversion,,Building,222,0.544458,,Investment Properties,,,"Meeting Rooms, Private Parking","2013, 2015, 2016, 2021",,,,0,4,Unknown
