Organisation Name,Effective Date,Property ID,Property Type,Property Name,Property Name/Address (Where no UPRN),Street Number,Street,Town / Post Town,Postcode,Ward,Geo X (Easting),Geo Y (Northing),Tenure Type,Vacant,Holding Type,Building Size - GIA (M2),Site Area (Hectares),Occupied by Council / Direct Service Property,Purpose / Asset Category,EPC Rating,Council Tax,Key Features,Property Rent/Sale History,Base Price,New Price
"Bristol, City of",25/01/2016,82215,Offices,Custom House,Custom House Clayton Street Avonmouth Bristol BS11 9DX,,Clayton Street,Bristol,BS11 9DX,Avonmouth,351360.0,178183.0,Freehold Reversion,,Building,,0.544458,,Investment Properties,,,"Meeting Rooms, Private Parking","2013, 2015, 2016, 2021",,
"Bristol, City of",25/01/2016,61210,Market/Market Stall,The Exchange Market,The Exchange Market Corn Street Bristol BS1 1HQ,,Corn Street,Bristol,BS1 1JQ,Cabot,358856.0,172992.0,Freehold,,Building,,0.089243,,Investment Properties,,,,"2012, 2014, 2016, 2018, 2021, 2022",,
"Bristol, City of",25/01/2016,127659,Community Centre/Facilities,Greenway Centre - Training Reception Office,Greenway Centre - Training Reception Office Doncaster Road Southmead Bristol BS10 5PY,,Doncaster Road,Bristol,BS10 5PY,Southmead,357790.0,178000.0,Licence,,Building,,0.000313,,Land and Buildings,,,,"2013, 2014, 2016, 2017, 2021, 2024",,
"Bristol, City of",25/01/2016,138201,Public Conveniences,Sommerville Road Public Conveniences,Sommerville Road Public Conveniences 6-8 Sommerville Road St Andrews Bristol BS7 9AA,6.0,Sommerville Road,Bristol,BS7 9AA,Redland,359098.0,175304.0,Freehold,,Building,,0.007452,Yes,Land and Buildings,,,,"2010, 2011, 2016, 2017, 2021, 2023, 2024",,
"Bristol, City of",25/01/2016,138300,Land/Bldgs held for Developement,The George And Railway,,,,,BS1 ,Lawrence Hill,,,Freehold,Vacant,Building,,0.148709,Yes,Land and Buildings,,,,"2012, 2016, 2019, 2021, 2023",,
"Bristol, City of",25/01/2016,124053,Offices,Phoenix Court,Phoenix Court Part Ground Floor Bond Street South Bristol BS1 3PH,,Bond Street South,Bristol,BS1 3PH,Lawrence Hill,359513.0,173323.0,Leasehold,,Building,404.15,0.04387,Yes,Land and Buildings,B,1200.0,"Meeting Rooms, Modern Kitchen","2014, 2015, 2016, 2017, 2020, 2021, 2023",291200.0,
"Bristol, City of",25/01/2016,124675,Store/Depot/Warehouse,Workshop At Rear Of,Workshop At Rear Of 2A Kingfisher Drive Stapleton Bristol BS16 1TZ,2.0,Kingfisher Drive,Bristol,BS16 1TZ,Frome Vale,362465.0,176744.0,Freehold,,Building,,0.005247,Yes,Land and Buildings,,,,"2011, 2013, 2016, 2019, 2021",,
"Bristol, City of",25/01/2016,127032,Offices,The Coppice,The Coppice Callington Road Hospital Matthew Road Bristol BS4 5BJ,,Marmalade Lane,Bristol,BS4 5BJ,Brislington West,361336.0,170399.0,Informal Agreement,,Building,,0.000312,Yes,Land and Buildings,,,"Meeting Rooms, Private Parking","2015, 2016, 2021, 2023, 2024",,
"Bristol, City of",25/01/2016,37801,Community Centre/Facilities,26 Bangrove Walk,26 Bangrove Walk Lawrence Weston Bristol Bs11 0ey,26.0,Bangrove Walk,Bristol,BS11 0EY,Avonmouth,353475.0,177694.0,Freehold,,Building,,0.0157,Yes,Land and Buildings,,,,"2016, 2020, 2021, 2024",,
"Bristol, City of",25/01/2016,85532,Offices,Royal Institute For The Blind - Offices On 1st Foor,Royal Institute For The Blind - Offices On 1st Foor 10 Stillhouse Lane Bedminster Bristol BS3 4EB,,Stillhouse Lane,Bristol,BS3 4EB,Southville,358997.0,171877.0,Tenancy,,Building,,0.053559,Yes,Land and Buildings,,,"Private Parking, Meeting Rooms","2016, 2018, 2020, 2021",,
"Bristol, City of",25/01/2016,10564,Industrial/Workshop,Emery Road - Land Rear Of Unit 10,Emery Road - Land Rear Of Unit 10 10 Emery Road Brislington Bristol BS4 5PF,10.0,Emery Road,Bristol,BS4 5PF,Brislington East,362742.0,170387.0,Freehold,,Building,,0.040979,,Investment Properties,,,"Storage Space, Security System","2011, 2012, 2015, 2016, 2021",,
"Bristol, City of",25/01/2016,750,E P Home/Dwellings,Broomhill EPH,,,,,BS4 ,Brislington East,,,Freehold,Vacant,Building,1464.0,0.258846,Yes,Land and Buildings,F,2000.0,,"2013, 2016, 2017, 2021, 2022, 2023",436396.38,
"Bristol, City of",25/01/2016,9909,Offices,Salcombe House,,,,,BS4 ,Knowle,,,Freehold,Vacant,Building,541.2,0.1647,Yes,Land and Buildings,D,1600.0,"Meeting Rooms, Modern Kitchen","2010, 2012, 2016, 2019, 2021, 2024",291200.0,
"Bristol, City of",25/01/2016,11460,House/Houses,321 Speedwell Road,321 Speedwell Road Speedwell Bristol BS5 7SY,321.0,Speedwell Road,Bristol,BS5 7SY,Hillfields,363356.0,174363.0,Freehold,,Building,,0.0388,,Investment Properties,,,,"2015, 2016, 2021, 2023, 2024, 2025",,
"Bristol, City of",25/01/2016,7306,Land-Car/Lorry Park,Cottage Inn Public Car Park,Cottage Inn Public Car Park Baltic Wharf Cumberland Road Hotwells Bristol BS1 6XG,,Cumberland Road,Bristol,BS1 6XG,Cabot,357286.0,172115.0,Freehold,,Land,,0.091329,Yes,Land and Buildings,,,,"2010, 2015, 2016, 2021, 2022",,
"Bristol, City of",25/01/2016,7309,Store/Depot/Warehouse,Spike Island ,Spike Island  133 Cumberland Road  City Centre Bristol BS1 6UG,134.0,Cumberland Road,Bristol,BS1 6UX,Cabot,357663.0,172188.0,Freehold,,Building,,0.568515,,Land and Buildings,,,,"2010, 2015, 2016, 2020, 2021, 2025",,
"Bristol, City of",25/01/2016,7421,Offices,49 High Street,49 High Street Westbury-on-Trym Bristol BS9 3ED,49.0,High Street,Bristol,BS9 3ED,Westbury-on-Trym,357144.0,177461.0,Freehold,,Building,,0.1016,,Investment Properties,,,"Meeting Rooms, Modern Kitchen","2010, 2016, 2021, 2022, 2024",,
"Bristol, City of",25/01/2016,8071,Store/Depot/Warehouse,Severnside Sub Aqua Club,Severnside Sub Aqua Club Cambria Yard Avon Crescent Hotwells Bristol BS1 6XQ,,Avon Crescent,Bristol,BS1 6XQ,Cabot,357136.0,172188.0,Freehold,,Building,,0.0154,,Land and Buildings,,,,"2010, 2013, 2015, 2016, 2017, 2021",,
"Bristol, City of",25/01/2016,8074,Store/Depot/Warehouse,Westco,Westco Underfall Yard Avon Crescent Bristol BS1 6XQ,,Avon Crescent,Bristol,BS1 6XQ,Cabot,357112.0,172177.0,Freehold,,Building,,0.0097,,Land and Buildings,,,,"2011, 2015, 2016, 2019, 2021, 2023",,
"Bristol, City of",25/01/2016,3875,Land-Car/Lorry Park,Garage At Little King Street,Garage At Little King Street City Centre Bristol,2.0,Little King Street,Bristol,BS1 4HW,Cabot,358810.0,172661.0,Freehold,,Land,,0.0072,,Investment Properties,,,,"2012, 2014, 2015, 2016, 2020, 2021",,
"Bristol, City of",25/01/2016,7449,Offices,26 College Green,26 College Green City Centre Bristol BS1 5SF,24.0,College Green,Bristol,BS1 5TB,Cabot,358361.0,172861.0,Freehold,,Building,,0.010997,,Investment Properties,,,"Modern Kitchen, Private Parking","2016, 2017, 2019, 2021, 2023",,
"Bristol, City of",25/01/2016,4359,Public House,St Nicholas Street - Old Fish Market,St Nicholas Street - Old Fish Market City Centre Bristol BS1 1LH,59.0,Baldwin Street,Bristol,BS1 1QZ,Cabot,358846.0,172917.0,Freehold,,Building,,0.0579,,Investment Properties,,,,"2016, 2018, 2021, 2023, 2025",,
"Bristol, City of",25/01/2016,7686,Offices,12-14 Broad Street - Third Floor,,,,,BS1 ,Cabot,,,Freehold,Vacant,Building,,0.037692,,Investment Properties,,,"Private Parking, Modern Kitchen","2012, 2016, 2017, 2019, 2021, 2024",,
"Bristol, City of",25/01/2016,6369,Offices,Southmead House (Former Area Office) - Part Of,Southmead House (Former Area Office) - Part Of Greystoke Avenue Southmead Bristol BS10 6BQ,,Greystoke Avenue,Bristol,BS10 6BQ,Southmead,358476.0,178429.0,Freehold,,Building,,0.000313,Yes,Land and Buildings,,,"Private Parking, Meeting Rooms","2012, 2015, 2016, 2021, 2022",,
"Bristol, City of",25/01/2016,4243,Offices,48 Queen Square,48 Queen Square City Centre Bristol BS1 4LW,46.0,Queen Square,Bristol,BS1 4LY,Cabot,358666.0,172517.0,Freehold,,Building,325.0,0.018523,,Investment Properties,D,1600.0,"Meeting Rooms, Private Parking","2011, 2014, 2016, 2018, 2021",291200.0,
"Bristol, City of",25/01/2016,7137,Store/Depot/Warehouse,Deans Mead Depot,,,,,BS11 ,Kingsweston,,,Freehold,Vacant,Building,167.2,0.188935,Yes,Land and Buildings,F,2000.0,,"2010, 2016, 2019, 2021, 2025",291200.0,
"Bristol, City of",25/01/2016,7062,Garage/Garages/Car Parking - Domestic,Islington Road - Garage Block Situated Between 24 And 30,Islington Road - Garage Block Situated Between 24 And 30 Southville Bristol,51.0,Allington Road,Bristol,BS3 1PT,Southville,358066.0,171982.0,Freehold,,Building,,0.0164,,Surplus,,,,"2011, 2013, 2016, 2019, 2021",,
"Bristol, City of",25/01/2016,7692,Offices,26 Broad Street,26 Broad Street City Centre Bristol BS1 2HG,26.0,Broad Street,Bristol,BS1 2HG,Cabot,358774.0,173125.0,Freehold,,Building,374.4,0.010584,,Investment Properties,C,1400.0,"Modern Kitchen, Meeting Rooms","2010, 2012, 2013, 2016, 2021",291200.0,
"Bristol, City of",25/01/2016,7694,Shop/Kiosk,Crazy Boutique,Crazy Boutique 27 Broad Street City Centre Bristol BS1 2HG,27.0,Broad Street,Bristol,BS1 2HG,Cabot,358766.0,173126.0,Freehold,,Building,,0.019128,,Investment Properties,,,,"2011, 2014, 2016, 2018, 2019, 2021, 2022",,
"Bristol, City of",25/01/2016,4143,Offices,6-8 Sommerville Road,6-8 Sommerville Road St Andrews Bristol BS7 9AA,6.0,Sommerville Road,Bristol,BS7 9AA,Redland,359098.0,175304.0,Freehold,,Building,370.6,0.0408,,Surplus,C,1400.0,"Private Parking, Meeting Rooms","2010, 2015, 2016, 2020, 2021, 2022, 2025",291200.0,
"Bristol, City of",25/01/2016,8261,Land-Amenity,Brislington Hill - Land At,Brislington Hill - Land At Brislington Hill Brislington Bristol,4.0,Brislington Hill,Bristol,BS4 5DS,Brislington West,361985.0,170673.0,Freehold,,Land,,0.004811,,Surplus,,,,"2016, 2021, 2022, 2024",,
"Bristol, City of",25/01/2016,8059,Sports Building/Hall/Facility,Changing Rooms,Changing Rooms Underfall Yard Cumberland Road Bristol BS1 6XG,,Cumberland Road,Bristol,BS1 6XG,Cabot,357205.0,172091.0,Freehold,,Building,,0.0166,Yes,Land and Buildings,,,,"2016, 2019, 2021, 2023, 2025",,
"Bristol, City of",25/01/2016,8055,Land-Open Store/Yard,Underfall Yard,Underfall Yard Avon Crescent Hotwells Bristol BS1 6XQ,,Avon Crescent,Bristol,BS1 6XQ,Cabot,357159.0,172141.0,Freehold,,Land,2311.0,0.251924,,Land and Buildings,G,2200.0,,"2012, 2016, 2021, 2022",1119116.67,
"Bristol, City of",25/01/2016,8057,Offices,Harbour Master Office,Harbour Master Office Underfall Yard Cumberland Road Bristol BS1 6XG,,Cumberland Road,Bristol,BS1 6XG,Cabot,357199.0,172109.0,Freehold,,Building,,0.0104,Yes,Land and Buildings,,,"Modern Kitchen, Private Parking","2015, 2016, 2018, 2021, 2022, 2023, 2025",,
"Bristol, City of",25/01/2016,8980,Shop/Kiosk,47 Merchant Street,47 Merchant Street Broadmead Bristol BS1 3EE,47.0,Merchant Street,Bristol,BS1 3EE,Cabot,359128.0,173387.0,Freehold Reversion,,Building,,0.0139,,Investment Properties,,,,"2010, 2014, 2016, 2021",,
"Bristol, City of",25/01/2016,9178,Store/Depot/Warehouse,O Shed,O Shed Welsh Back City Centre Bristol BS1 4SL,,Welsh Back,Bristol,BS1 4SL,Cabot,358926.0,172516.0,Freehold,,Building,,0.082807,,Investment Properties,,,,"2010, 2014, 2016, 2019, 2021",,
"Bristol, City of",25/01/2016,134089,Offices,8 All Hallows Road,8 All Hallows Road Easton Bristol BS5 0HH,8.0,All Hallows Road,Bristol,BS5 0HH,Lawrence Hill,360870.0,173869.0,Leasehold,,Building,,0.025879,Yes,Land and Buildings,,,"Modern Kitchen, Private Parking","2011, 2016, 2019, 2021",,
"Bristol, City of",25/01/2016,10381,Flat/Flats,Ashton Court Mansion - Managers Flat,Ashton Court Mansion - Managers Flat Kennel Lodge Road Long Ashton BS41 9JN,,Kennel Lodge Road,Bristol,BS3 2JT,Outside Bristol,355741.0,171824.0,Freehold,,Building,,0.000313,Yes,Land and Buildings,,,,"2013, 2016, 2021, 2022, 2023, 2025",,
"Bristol, City of",25/01/2016,138246,Offices,Part Of W Shed ,Part Of W Shed  The Watershed  1 Canons Road Harbourside Bristol BS1 5TX,,Canons Road,Bristol,BS1 5UH,Cabot,358534.0,172702.0,Leasehold,,Building,,0.052425,Yes,Land and Buildings,,,"Private Parking, Meeting Rooms","2012, 2016, 2019, 2021",,
"Bristol, City of",25/01/2016,9259,Offices,CEED Building,CEED Building 97-107 Wilder Street St Pauls Bristol BS2 8QU,97.0,Wilder Street,Bristol,BS2 8QU,Ashley,359336.0,173858.0,Freehold,,Building,,0.1224,,Land and Buildings,,,"Meeting Rooms, Private Parking","2012, 2013, 2014, 2015, 2016, 2018, 2021",,
"Bristol, City of",25/01/2016,19895,Land-Housing Non-Council Development,Berry Hill Close - Housing Development,Berry Hill Close - Housing Development Southmead Bristol,1.0,Berry Hill Close,Bristol,BS10 5HU,Southmead,358864.0,178337.0,Freehold,,Land,,0.261782,,Land and Buildings,,,,"2011, 2016, 2020, 2021, 2024",,
"Bristol, City of",25/01/2016,116062,Offices,Hartcliffe And Withywood Community Safety Project,Hartcliffe And Withywood Community Safety Project Bishopsworth Police Station Kings Head Lane Bristol BS13 7DD,,Kings Head Lane,Bristol,BS13 7DD,Bishopsworth,357121.0,169055.0,Informal Agreement,,Building,,0.037432,Yes,Land and Buildings,,,"Modern Kitchen, Meeting Rooms","2011, 2012, 2015, 2016, 2018, 2019, 2021",,
"Bristol, City of",25/01/2016,6533,Store/Depot/Warehouse,Universal House,Universal House Pennywell Road St Judes Bristol BS5 0ER,,Pennywell Road,Bristol,BS5 0ER,Lawrence Hill,359900.0,173500.0,Freehold,,Building,,0.2096,,Investment Properties,,,,"2013, 2015, 2016, 2017, 2021",,
"Bristol, City of",25/01/2016,566,Transfer Station,Great Western Refuse Transfer Station,Great Western Refuse Transfer Station George Jones Road Barton Hill Bristol BS2 0QS,,George Jones Road,Bristol,BS2 0QS,Lawrence Hill,360365.0,173099.0,Leasehold,,Building,1739.1,1.428109,Yes,Land and Buildings,F,2000.0,,"2014, 2016, 2019, 2021, 2025",564100.93,
"Bristol, City of",25/01/2016,8306,Offices,19/21 St Georges Road And Land At Rear,19/21 St Georges Road And Land At Rear City Centre Bristol BS1 5UU,19.0,St Georges Road,Bristol,BS1 5UU,Cabot,358155.0,172790.0,Freehold,,Building,,0.0347,,Investment Properties,,,"Private Parking, Modern Kitchen","2010, 2012, 2016, 2021, 2022, 2023",,
"Bristol, City of",25/01/2016,8875,Offices,Units 1 And 2 Freeling House,,,,,BS1 ,Lawrence Hill,,,Freehold,Vacant,Building,107.4,0.0183,,Land and Buildings,D,1600.0,"Meeting Rooms, Private Parking","2010, 2016, 2018, 2021, 2022, 2023",291200.0,
"Bristol, City of",25/01/2016,8064,Industrial/Workshop,Underfall Yard Dock Engineers Depot,Underfall Yard Dock Engineers Depot Avon Crescent Hotwells Bristol BS1 6XG,,Cumberland Road,Bristol,BS1 6XG,Cabot,357202.0,172114.0,Freehold,,Building,,0.062192,Yes,Land and Buildings,,,"Security System, Storage Space","2011, 2012, 2016, 2018, 2021, 2023",,
"Bristol, City of",25/01/2016,82965,Offices,Bristol Centre For Deaf People,Bristol Centre For Deaf People 16 - 18 King Square Cotham Bristol BS2 8JL,16.0,King Square,Bristol,BS2 8AZ,Cabot,358949.0,173834.0,Informal Agreement,,Building,0.0,0.000313,Yes,Land and Buildings,D,1600.0,"Meeting Rooms, Modern Kitchen","2011, 2012, 2016, 2021",291200.0,
"Bristol, City of",25/01/2016,8816,Land-Car/Lorry Park,Charles Place - Additional Land At Car Park,Charles Place - Additional Land At Car Park Charles Place Hotwells Bristol,2.0,Charles Place,Bristol,BS8 4QW,Clifton,357092.0,172498.0,Freehold,,Land,,0.000968,Yes,Land and Buildings,,,,"2014, 2016, 2020, 2021, 2022, 2023",,
"Bristol, City of",25/01/2016,3819,Shop/Kiosk,1-19 Broadmead And 33-39 Penn Street,1-19 Broadmead And 33-39 Penn Street Broadmead Bristol BS1 3HF,1.0,Broadmead,Bristol,BS1 3HF,Cabot,359326.0,173393.0,Freehold,,Building,,0.180542,,Investment Properties,,,,"2010, 2012, 2015, 2016, 2021, 2024, 2025",,
"Bristol, City of",25/01/2016,3820,Shop/Kiosk,2-6 Broadmead And 108-118 The Horsefair,2-6 Broadmead And 108-118 The Horsefair Broadmead Bristol BS1 3HH,2.0,Broadmead,Bristol,BS1 3HH,Cabot,359311.0,173431.0,Freehold,,Building,,0.0405,,Investment Properties,,,,"2015, 2016, 2018, 2020, 2021, 2023",,
"Bristol, City of",25/01/2016,3821,Shop/Kiosk,8 Broadmead,8 Broadmead Broadmead Bristol Bs1 3hh,8.0,Broadmead,Bristol,BS1 3HH,Cabot,359300.0,173430.0,Freehold,,Building,,0.0181,,Investment Properties,,,,"2016, 2017, 2021, 2022, 2023",,
"Bristol, City of",25/01/2016,3822,Shop/Kiosk,10 Broadmead,10 Broadmead Broadmead Bristol Bs1 3hh,10.0,Broadmead,Bristol,BS1 3HH,Cabot,359293.0,173429.0,Freehold,,Building,,0.0173,,Investment Properties,,,,"2014, 2015, 2016, 2018, 2021, 2024",,
"Bristol, City of",25/01/2016,3043,Swimming Pool,Bristol North Pool,Bristol North Pool Gloucester Road Bishopston Bristol BS7 8BN,,Gloucester Road,Bristol,BS7 8BN,Redland,358980.0,175269.0,Freehold,,Building,1691.0,0.169382,,Assets Under Construction,E,1800.0,,"2010, 2011, 2016, 2021, 2024",483603.55,
"Bristol, City of",25/01/2016,9196,Shop/Kiosk,Unit 3 Waring House,Unit 3 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,Redcliff Hill,Bristol,BS1 6TB,Cabot,359002.0,172152.0,Freehold,,Building,,0.0107,,Investment Properties,,,,"2012, 2016, 2018, 2020, 2021, 2022",,
"Bristol, City of",25/01/2016,4748,Shop/Kiosk,138 Grosvenor Road,138 Grosvenor Road St Pauls Bristol Bs2 8ya,138.0,Grosvenor Road,Bristol,BS2 8YA,Ashley,359747.0,174219.0,Freehold,,Building,,,,Investment Properties,,,,"2012, 2014, 2015, 2016, 2021",,
"Bristol, City of",25/01/2016,3824,Shop/Kiosk,16-18 Broadmead,16-18 Broadmead Bristol BS1 3HH,16.0,Broadmead,Bristol,BS1 3HH,Cabot,359273.0,173424.0,Freehold,,Building,,0.0304,,Investment Properties,,,,"2016, 2018, 2019, 2021, 2022",,
"Bristol, City of",25/01/2016,3825,Shop/Kiosk,20 Broadmead,20 Broadmead Broadmead Bristol BS1 3HA,20.0,Broadmead,Bristol,BS1 3HA,Cabot,359250.0,173419.0,Freehold,,Building,,0.0229,,Investment Properties,,,,"2012, 2016, 2021, 2024, 2025",,
"Bristol, City of",25/01/2016,3827,Shop/Kiosk,22 Broadmead,22 Broadmead Broadmead Bristol Bs1 3ha,22.0,Broadmead,Bristol,BS1 3HA,Cabot,359243.0,173417.0,Freehold,,Building,,0.0209,,Investment Properties,,,,"2015, 2016, 2017, 2019, 2021",,
"Bristol, City of",25/01/2016,4122,Store/Depot/Warehouse,Guildford Road - Caretaker Services Depot,Guildford Road - Caretaker Services Depot St Annes Bristol BS4 4BE,,Guildford Road,Bristol,BS4 4BE,Brislington East,362521.0,172785.0,Freehold,,Building,216.9,0.230319,Yes,Land and Buildings,G,2200.0,,"2010, 2016, 2017, 2021",291200.0,
"Bristol, City of",25/01/2016,3833,Shop/Kiosk,32 Broadmead,32 Broadmead Bristol BS1 3HA,30.0,Broadmead,Bristol,BS1 3HA,Cabot,359212.0,173396.0,Freehold,,Building,,0.0104,,Investment Properties,,,,"2010, 2016, 2018, 2019, 2021",,
"Bristol, City of",25/01/2016,3834,Shop/Kiosk,33-49 Broadmead And 24-46 Merchant Street,33-49 Broadmead And 24-46 Merchant Street Broadmead Bristol BS1 3EU,33.0,Broadmead,Bristol,BS1 3EU,Cabot,359215.0,173337.0,Freehold,,Building,,0.283971,,Investment Properties,,,,"2011, 2016, 2017, 2018, 2020, 2021",,
"Bristol, City of",25/01/2016,3835,Shop/Kiosk,38-54 Broadmead And 48-70 Merchant Street,38-54 Broadmead And 48-70 Merchant Street Broadmead Bristol BS1 3HB,38.0,Broadmead,Bristol,BS1 3HB,Cabot,359192.0,173385.0,Freehold Reversion,,Building,,0.246384,,Investment Properties,,,,"2016, 2017, 2021, 2022, 2023, 2024, 2025",,
"Bristol, City of",25/01/2016,3407,Land-Cemetery,Shirehampton Cemetery - Extension,Shirehampton Cemetery - Extension Springfield Avenue Shirehampton Bristol,,St Marys Road,Bristol,BS11 9ZZ,Avonmouth,352819.0,176786.0,Freehold,,Land,,0.4414,Yes,Community,,,,"2011, 2016, 2017, 2019, 2021, 2022",,
"Bristol, City of",25/01/2016,3232,Store/Depot/Warehouse,Albert Road Depot,Albert Road Depot Albert Road St Philips Marsh Bristol BS2 0XT,,Albert Road,Bristol,BS2 0XT,Lawrence Hill,360154.0,171888.0,Freehold,,Building,,1.025642,,Investment Properties,,,,"2011, 2015, 2016, 2021, 2022",,
"Bristol, City of",25/01/2016,116443,Offices,Knowle Office Annex First Floor,Knowle Office Annex First Floor Broadwalk Shopping Centre Broad Walk Knowle Bristol BS4 2QU,,Broad Walk,Bristol,BS4 2QU,Knowle,360612.0,170756.0,Leasehold,,Building,,0.05646,Yes,Land and Buildings,,,"Modern Kitchen, Meeting Rooms","2012, 2014, 2016, 2017, 2021",,
"Bristol, City of",25/01/2016,116428,Day Centre,Greville Day Centre,,,,,BS14 ,Stockwood,,,Freehold,Vacant,Building,190.5,0.021492,Yes,Land and Buildings,F,2000.0,,"2011, 2016, 2019, 2021",291200.0,
"Bristol, City of",25/01/2016,4099,Health Centre/Surgery,1 Trevelyan Walk,1 Trevelyan Walk Henbury Bristol BS10 7NY,1.0,Trevelyan Walk,Bristol,BS10 7NY,Henbury,356541.0,179252.0,Freehold Reversion,,Building,,0.04661,,Investment Properties,,,,"2011, 2016, 2017, 2021, 2024",,
"Bristol, City of",25/01/2016,8061,Store/Depot/Warehouse,"Buildings A, B And D (parts Of) And Car Park","Buildings A, B And D (parts Of) And Car Park Underfall Yard Avon Crescent Hotwells Bristol BS1 6XG",,Cumberland Road,Bristol,BS1 6XG,Cabot,357199.0,172109.0,Leasehold,,Building,,0.40423,Yes,Land and Buildings,,,,"2011, 2016, 2021, 2025",,
"Bristol, City of",25/01/2016,116056,Offices,Avon Orthopaedic Centre,Avon Orthopaedic Centre Southmead Hospital Southmead Road Westbury-on-Trym Bristol BS10 5NB,,Southmead Road,Bristol,BS10 5NB,Horfield,358928.0,177503.0,Informal Agreement,,Building,,0.461187,Yes,Land and Buildings,,,"Modern Kitchen, Meeting Rooms","2014, 2016, 2017, 2021, 2022, 2023, 2025",,
